Team name,Profile team,Wiki URL,Region,Country,Track,Kind,Section,Application,Year,Title,Abstract,Members
NEU_CHINA,https://old.igem.org/Team.cgi?team_id=3611,https://2020.igem.org/Team:NEU_CHINA,Asia,China,Diagnostics,Collegiate,under,Accepted,2020,Rapid detection of environmental Covid-19 using genetically engineered Ace2-PmrA-PmrB system,"Traditional detection of environmental Covid-19 employs quantitative PCR method, with a minimum turnaround time of 6-hour. Here, we developed a rapid  protocol, in which the presence of Covid-19 S protein is readily detected by genetically engineered Ace2-PmrA-PmrB system. In our work, we recombined the PmrA-PmrB two-component system derived from Salmonella to the surface of E. coli, and replaced the Fe(III) recognition site of PmrB with the core region of human angiotensin-converting enzyme 2 (ACE2)，which could recognize the surface spike glycoprotein (S protein) of SARS-CoV-2. Upon recognition, the downstream signal pathways and the reporter gene are activated. Furthermore, an amplifier (Hrp regulatory machinery) and extra cytoplasmic function (ECF) σ factor were used to improve the sensitivity of the biosensor. A TEV protease-based post-translational regulation system to reduce the leakage is also used. In summary, our system shortens the time frame and reduces the cost and lab labors for detection. ","['Chen Ding', 'Huiqiang Wang', 'Yongye Huang', '', 'Peixuan Zheng', 'JinZe Li', 'Huili Li', 'GuoZhuang Zhang', 'HaoTong Hu', 'Wen Li', 'Jiajun Sun', 'Yongshun Ren', 'Jiahui Xiao', 'Kexun Yuan', 'Yi Wu', 'Zihan Wu', 'Changxiaofeng Liu', 'YouPeng Kong', 'Hao Ying', 'YuHan Feng', 'XiChen Qu', 'JiaNi Hou', 'JingJing Liu', 'Rao Fu', 'Mingxue Ma', 'Jiaming  Tian', 'Longfei Peng', 'Chen Qin', 'Yue Ni', 'Tianhang Jiang', 'Yi Fu', 'Yanjian Li', 'Wei Du', 'Rui Wang', 'Tong Wang', 'Chenhao Suo', 'Yang Meng', 'Jincong Jiang', 'Tingyi Gu']"
NFLS,https://old.igem.org/Team.cgi?team_id=3513,https://2020.igem.org/Team:NFLS,Asia,China,High School,High School,hs,Accepted,2020,A System for Degrading Waste Cellulose and Generating Electricity,"Things made from cellulose can be seen everywhere in our life, such as paper and straw. Although some methods for recycling used paper have reached good efficiency, there is still large amounts of waste paper that cannot reach the standard of being recycled and have no chance to be put into a second use together with many materials composed of cellulose. Some of those cellulose materials can only be buried or burnt, which creates pollution for the environment. To deal with those materials, we come up with an idea of using genetically engineered E.colis to transform cellulose into glucose with the help of enzymes, including endoglucanases(cex), exoglucanases(cen), and β-glucosidases, and the E.colis generate electricity in Microbial Fuel Cells. We hope to imply this synthetic biological method to deal with waste cellulose and more environmental issues. ","['Tingting Wu', '', 'Huandi Xu', 'Wang Aijia', 'Haoyan Liang', 'Xinran Hu', 'Yu Xue ', 'Enze Liu', 'Ziang Bi', 'YULE LI', 'Haoru Li']"
NJMU-China,https://old.igem.org/Team.cgi?team_id=3631,https://2020.igem.org/Team:NJMU-China,Asia,China,Diagnostics,Collegiate,under,Accepted,2020,Sound of Silence: Domestic autism screening based on urinary metabolites,"Autistic Spectrum Disorder (ASD), with its prevalence increasing dramatically over past decades, brings severe burden on both families and the society. Nowadays, the screening of ASD mainly bases on behavioral scale, neglecting the genetic and metabolic alterations. Meanwhile, it calls for test methods with lower price and higher privacy. Our project consists two parts: a test strip for domestic tests based on urinary metabolites and further, a parallel screening strategy that increases sensitivity. As for the test strip, it is embedded with whole cell biosensors of elevated urinary serotonin, which was previously reported to play a critical role in ASD development. And the biosensor was constructed utilizing the Qurom-Sensing system in P. aeruginosa in this project. As for the parallel screening strategy, we employed machine learning algorithm and find a combination of metabolites for screening that performs best by representing most of the heterogenous patient population. ","['Chuan Su', 'Xingyin Liu', 'Qianghu Wang', 'Bing Yao', 'Sihan Ju', 'Yiling Zhang', 'Yisheng Ji', 'Ruoming Wang', 'Biling Pei', 'Yihan Xu', 'Bujie Xu', 'Zhuang Xiao', 'Linfeng Zhao', 'Sijing Shi', 'Mengmeng Cao', 'Baihao Liao ', 'Xinyi Yang', 'Junhong Chen', 'Yan Wang', 'Ningyuan Tang', 'Simeng Yin', 'Ruilang Lin', 'Ming Zhang', 'Mengying Xing']"
NJTech_China,https://old.igem.org/Team.cgi?team_id=3384,https://2020.igem.org/Team:NJTech_China,Asia,China,Foundational Advance,Collegiate,under,Accepted,2020,Pheromone revolution: mating pathway-based promoter engineering,"Cell fusion is a fundamental biological process required for the entire development of most eukaryotic organisms, from fertilization to organogenesis. Pheromone-mediated mating in the budding yeast Saccharomyces cerevisiae provides a genetically accessible model system to investigate cell-cell fusion. However, the high price of pheromone limits the development of related research. In our project, we constructed mutants to reshape signaling pathway, trying to build a chassis that responds to cheaper inducers. We characterized the intensity of three mostly pheromone responsive promoters, pfus2, pprm1, and pfig1. We innovatively evaluated the efficiency of these promoters (natural and synthetic) with pheromone responsive elements (PRE) of various copy numbers and directions. Our results expand the promoter toolbox to finely tune gene expression levels for efficient cell factories and biosensors. ","['Guannan Liu', 'Wenming Zhang', '', 'Yujiao Wang', 'Yicheng Lu', 'Yiqing Zhang', 'Jie Zeng', 'Yongyan Zhi', 'Xinran Yin', 'Xuebin Liu', 'Yimin Gu', 'Yanwenqing Dai', 'Jiacheng Li', 'Yinghao Chen', 'Zilu Wang', 'Henghao Shan', 'Huilan Wu', 'Hao Li', 'Yabing Shan', 'Shenghua Tang', 'Siyi Zheng', 'Yuxin Huang', 'Ran Lu', 'Liu Ying']"
NJU-China,https://old.igem.org/Team.cgi?team_id=3335,https://2020.igem.org/Team:NJU-China,Asia,China,Therapeutics,Collegiate,under,Accepted,2020,ExosomeBomb SiRNA,"siRNAs offer an opportunity to specifically target mRNAs and modulate the expression of therapeutic targets which can facilitate cancer treatment. Here, we designed composable and programmable genetic circuits that used the liver as a tissue chassis to direct the self-assembly of exogenous siRNAs into secretory exosomes. The circuits include core parts which expressed siRNAs that not only inhibit the cancer cells, but also remove the disguise cancer use to evade the immune system; enhancing parts which facilitated the production of more anti-cancer exosomses, and guidance parts which directed the exosome to target cancer cells. Taken together, the genetic parts assembled into anti-tumor exosomes, secreted into circulation, delivered to cancer cells and eliminate them. The strategy provided a controllable, efficient and convenient cancer treatment which may even provide a personalized treatment strategy that can address a broad range of problems in biomedicine. ","['Chen Xi', 'Chao Yan', 'Zhou Yu', 'Zheng Fu', 'TianYu Ma', 'Clare Li ', 'Mingrun Shi', 'Xiaohan Song', 'Qu Zeping', 'Hao Sun', 'Chenyu Tao', 'Yanyan Guo', 'Yingfan Liu', 'Disheng Qiao', 'Huilian Luo', 'Kai Mei', 'Shurui Mao', 'Li Xiyao', 'Wu Mingkai', 'Hongyuan Guo', 'Xu Guo', 'Su Yuanyuan', 'Nannan Jiang']"
NOFLS_YZ,https://old.igem.org/Team.cgi?team_id=3522,https://2020.igem.org/Team:NOFLS_YZ,Asia,China,High School,High School,hs,Accepted,2020,Discovery of FXR antagonist against T2DM,"Farnesoid X receptor (FXR), as a member of nuclear receptors is tightly associated with glucose metabolism. Accumulated evidence indicated that FXR antagonist relates to the treatment of type 2 diabetes mellitus (T2DM), although the related mechanisms remain unclear. Therefore, our aim is to screen a small molecule FXR antagonist as a probe to explore the mechanism of FXR regulating glucose metabolism. Here, we used AlphaScreen assay to screen FXR antagonist. Among the compounds, H7 was finally selected for its highly antipathogenic activity against FXR. Finally, H7 antagonized GW4064-induced reporter gene stimulation in transactivation assay, indicating that H7 was a FXR antagonist. ","['ZHU KE', '', 'Lu Xin', 'Yangyang Kong', 'Liu Cuicui', 'Xin Ziyan', 'Zhou Shiyuan', 'Wu Junchen', 'Liu Qikai', 'Kong Guanlin', 'Pei Junyu', 'Lu Yuyang']"
Nottingham,https://old.igem.org/Team.cgi?team_id=3356,https://2020.igem.org/Team:Nottingham,Europe,United Kingdom,Therapeutics,Collegiate,under,Accepted,2020,NeuroTone: The microbiome and neurodegeneration,"The University of Nottingham iGEM team have been developing a novel biotherapeutic to delay the onset and progression of neurodegenerative diseases, using synthetic biology. By engineering the bacterium Clostridium sporogenes to secrete the ketone D-β-Hydroxybutyrate (DBHB), we achieve neuroprotection by ketone-mediated relief of oxidative stress in the brain. This will occur via delivery of our C.sporogenes spores to the gut, where an established culture will produce DBHB - which enters the blood stream and crosses the blood-brain barrier, utilising the gut-brain axis. Using mathematical modelling, we identified a pathway to favour microbial DBHB production and have investigated how the culture size and metabolic activity could be regulated. Recognising potential concerns regarding genetically modified organisms, we designed strict controls to ensure our biotherapeutic cannot escape into the environment. Through several outreach projects alongside consultations with key stakeholders, we have engaged the wider community to inform and shape our work. ","['Nigel Minton', 'Andrew Dempster', 'Patrick Ingle', 'James Andrew Birch', 'Kieran Bird', 'Luke Weir', 'Alistair Cadoo', 'Luke Barks', 'Eugenia Vuong ', 'Saachi Singh Bhalla', 'Alyssa Sadowska', 'Louise Dynes', 'Raquel Rodrigues', 'Alexander Rawson', 'Thomas Millat', 'Jacque Minton']"
NOVA_LxPortugal,https://old.igem.org/Team.cgi?team_id=3675,https://2020.igem.org/Team:NOVA_LxPortugal,Europe,Portugal,Environment,Collegiate,over,Accepted,2020,Introducing Pseudomonas putida in the fight against the pine wood nematode Bursaphelenchus xylophilus,"Pinus pinaster is a tree species native to the Mediterranean region and susceptible to Pine Wilt Disease (PWD), a deadly pest caused by a nematode, Bursaphelenchus xylophilus, that affects several areas across the globe, including Portugal. The transmission of this disease is mediated by insect vectors, pine sawyer beetles of the genus Monochamus, that carry B. xylophilus inside their tracheal system and on their body surfaces. Currently, the most used control methods include the elimination of attacked trees, the use of traps to capture the vector insect or spraying trees with insecticides to prevent the insect vector’s maturation feeding. We aim using our knowledge in synthetic biology to prevent the economic and environmental damage caused by PWD by introducing in the pine tree’s microbiome a genetically engineered Pseudomonas putida, capable of producing the nematicidal compound spectinabilin when triggered by the tree’s stress response under the attack of the insect vector. ","['Isabel Rocha', 'Sofia Ferreira', 'Rita Hasse Ferreira', 'André Fonseca', 'Ana Alăo Freitas', 'Carolina Gonçalves', 'Mariana Valério', 'Joăo Costa', 'Daniela Isabel Graça Nunes', 'Ana Carolina C. Buga', 'Isabel Barata', 'Madalena Parrado', 'Ana Beatriz VigárioDomingues', 'Fabiana Oliveira', 'Tiago Lopes', 'Joana Bernardino']"
NTHU_Taiwan,https://old.igem.org/Team.cgi?team_id=3486,https://2020.igem.org/Team:NTHU_Taiwan,Asia,Taiwan,Manufacturing,Collegiate,under,Accepted,2020,BioSquad,"Quantum dots are zero-dimensional tiny speck of material effectively concentrated into a single point known as artificial atoms which can revolutionize everything ranging from home lights and computer displays to solar cells and biological warfare detectors. Our Team NTHU_Taiwan design a concept for biosynthesis of quantum dots utilizing industrial heavy metal containing wastewater. Hereby we hypothesized to gain multiple benefits from single project. We first aimed of bio-synthesizing quantum dots using E-coli. Secondly, we planned to use cadmium rich industrial wastewater as a source of metal ions.  Under normal conditions bacteria itself cannot manage efficient internalization of metals which might leads to cellular oxidative stress and bacterial death. So, we used gene editing techniques and promoter genes to control internalization of cadmium ion and production of cadmium sulfide quantum dots. We are successful on genetically modifying E coli, to seek highly efficient productivity of QDs.   ","['YA TANG YANG', '', '', 'Jia-Ying Luo', 'Chen-Yu Weng', 'Yu-Cheng Chang', 'Yi-Ting Pan', 'HUANG WUN CHIEN', 'Ming Hung Yen', 'CHIEN-CHIH LIN', 'Hsueh Hao Lu', 'Yun-Fan, Wang', 'Manoj Kandel', 'HUANG, SHUN-PING', 'Chien En Huang', 'Yin-Erh Chen']"
NUDT_CHINA,https://old.igem.org/Team.cgi?team_id=3396,https://2020.igem.org/Team:NUDT_CHINA,Asia,China,Foundational Advance,Collegiate,over,Accepted,2020,Predator Pro: a modularized toolbox for signal-controlled Targeted Protein Degradation,"Exactitude temporal control of protein abundance is critical for the robustness and dynamics of synthetic circuits. While multiple approaches have been developed to manipulate the protein synthesis, few tools have been demonstrated to precisely control untagged protein degradation. Here, we present Predator Pro, a modularized and signal-controllable method for target protein degradation, on the basis of the Predator system we demonstrated in iGEM 2018-19. By rationally reengineer the Trim21 protein, we demonstrated that the interaction between Trim21 and antibody Fc domain can be replaced with other constitutive or inducible protein dimerization pairs. We demonstrated that constitutive DocS-Coh2 interaction or rapamycin-induced FRP-FKBP interaction enabled constitutive or drug-controlled degradation of untagged EGFP protein. As an effective expansion of the current synthetic biological tools for protein abundance control, this system may provide a modularized and convenient platform for controlled protein degradation, which might be applied in fundamental researches and clinical applications. ","['Zhu Lingyun', 'Xinyuan Qiu', 'Chuanyang Liu', 'LU Min', 'Lvyun Zhu', 'Jingyu Kuang', 'Sisi Xie', 'Wenying Li', 'Wu Xiaomin', 'Tianyi Zhang', 'GUANGYI LIN', 'Ruoxi Wang', 'Qinrui Jiang', 'Hanxiao Feng', 'Yuxin Liu', 'Linjie Li', 'Jie Cai', 'Yanchen Gou', 'Zuyu  Dai', 'ZhenYu Zhou', 'Yingqian Ye', 'Yuxuan Wang', 'Changtai Xiao', 'Junzi Gu', 'Xinlin Liu', 'Lunhao Ju', 'Haoyu Zhang', 'Yongjiang Li', 'Huiying Liu', 'Yulan Chen', 'Wei Qian', 'Qingyi Liu', 'Pan zhiliang', 'Jiaxin Ma']"
NWU-CHINA-A,https://old.igem.org/Team.cgi?team_id=3351,https://2020.igem.org/Team:NWU-CHINA-A,Asia,China,Therapeutics,Collegiate,under,Accepted,2020,Avenger assemble,"The rising risk of severe side-effects and potential resistance of antibiotics have limited their usage. Moreover, non-biodegradable medical product loaded antibiotic is one of global pollutions. To solve these problems, our team aimed to design a medical dressing based on novel human defensins (HBDs) and polyhydroxyalkanoate (PHA) from micro-organisms. HBDs, kinds of novel antimicrobial peptide (AMP) from human, which has excellent blood compatibility and effective anti-bacteria without drug resistance and immunogenicity. In order to combine HBDs on the surface of flexible PHA film in vitro, we built a fusion protein by using a natural PHA surface binding protein (PhaP). All parts of the completely biodegradable medical dressing, including HBDs, PHA and PhaP, are designed and produced in engineering bacteria. We hope that the combination of HBDs and PHA could boost the persistent anti-bacteria and histocompatibility of adhesive bandages. Besides, implementing the concept to medical field would be our future jobs. ","['Daixu Wei', 'Lin Chen', 'Shiwei Wang', 'Jiawei Wu', 'Mingqin Fan', 'Yu Zhang', 'Yijian Huang', 'Ruozhou Wang', 'Tiancheng Wang', 'Xinyi Yang', 'Zhuoya Liu', 'Gao Qi', 'Zhou Zhang', 'Zizhan Tang', 'Jinchan Xue', 'Junjie Zhu', 'ZhuoLin Liu', 'Xiaohong Zhao', 'Xueliang Peng', 'Hailun Gong']"
NWU-CHINA-B,https://old.igem.org/Team.cgi?team_id=3388,https://2020.igem.org/Team:NWU-CHINA-B,Asia,China,Therapeutics,Collegiate,under,Accepted,2020,Let’K dissolve（Let Kaempferol dissolve）,"Kaempferol has excellent anti-inflammatory and antiviral abilities, and is a common ingredient in Chinese herbal medicines against COVID-19. However, the poor water solubility limits its application. Two UDP glycosyltransferases were obtained by constructing recombinant engineering bacteria to catalyze the synthesis of the derivatives of kaophenol, astragalin and kaophenol-3-glucose-7-oxygen-rhamnoside. The differences of water-soluble and anti-inflammatory properties between the two derivatives and kaempferol were compared, and the optimal conditions of enzymatic reaction were found through modeling. ","['Junfeng Hui', '', 'Pan Wang', 'Ziming Li', 'Jia Dang', 'LvXuan _Xiang', 'Yun Yue', 'JiaCheng, Li', 'SiQi Ding', 'Yu Bai', 'YueGui Fang', 'Xiangxu Meng', 'YanPing Wang', 'JiaLi Qin', 'Yuan Liu', 'WenSen Ma', 'LuoMing Yang', 'JinXu Zhu', 'YuanTao Zhao', 'Junjie Zhu', 'ZhuoLin Liu', 'Yuhan Cheng']"
NYC_Earthians,https://old.igem.org/Team.cgi?team_id=3691,https://2020.igem.org/Team:NYC_Earthians,North America,United States,High School,High School,hs,Accepted,2020,Creating A Chimeric APOL3 protein using CRISPR to cure trypanosomiasis in African Cattle,"African trypanosomiasis, caused by the parasitic kinetoplastid Trypanosoma brucei brucei (T.b.brucei), significantly threatens the African cattle population. The Trypanosome Lytic Factor Apolipoprotein L-1 (APOL1) is a pore-forming protein known to kill all types of trypanosomes in baboons. While cattle lack APOL1, from the genome-wide BLAST we found cattle APOL3 (c-APOL3) which is the closest homolog of baboon APOL1 (b-APOL1). Sequence alignment analysis showed that c-APOL3 lacked 38 residues in N-terminus and had differences in C-terminus domain. Further, structure prediction analysis via HHPred and RaptorX indicated that the N-terminus might interact with the C-terminus to maximize pore-forming potential in the b-APOL1, though c-APOL3 lacked these interactions. Therefore, chimeric proteins with a combination of N and C-termini from b-APOL1 in native c-APOL3 were designed and investigated for function using bioinformatics. The capability of CRISPR for insertion of chimeric genes into the host genome and physiological functional assays are being performed.   ","['Eli Samuel Epstein-Deutsch', '', '', 'Andrew Jung', 'WonJoon Jeong', 'Dylan Lane', 'Isabella Ho', 'Wonsuk Jeong']"
NYMU-Taipei,https://old.igem.org/Team.cgi?team_id=3682,https://2020.igem.org/Team:NYMU-Taipei,Asia,Taiwan,New Application,Collegiate,under,Accepted,2020,Off the crown,"Due to the serious pandemic of COVID-19, this year, iGEM NYMU-Taipei 2020 tries hard to tackle the problem in a much more elementary approach. By utilizing the nature of strong binding interactions between hACE2 and the spike of SARS-CoV-2, we deeply believe that we would be able to reap the benefits of viral evolution. In order to achieve our goals, we engineered a protein construct that includes the hACE2 receptor binding domain, a linker, and a protease that is specific at cleaving spike proteins. The protein construct functions as a capture device and can be implemented on many occasions, such as masks, contact lenses, and even filtration devices, as a mean to capture, destroy, and even quantify the amount of virus particles on a particular surface, so as to reduce the number of SARS-CoV-2 and, moreover, decline the possibility of infection on human beings. ","['Chuan-Hsiung Chang', 'Ching-Fen Chang', '', 'Hsin-Pei Yang', 'Huang Yen Hsun', 'Tao-Wei Chang', 'Terrance Yu-Hao Chen', 'Jo-An Hsiung', 'YOU-CHENG LEE', 'Yang Yu Chuan', 'Chun-Yi Wang', 'YU-TE LAN', 'You-Sheng Huang', 'Yen-Han Wang', 'Yu-Fan Lin', 'Chin-Wen Wang', 'Wen-Chieh Sie', 'Chieh-Yun, Peng', 'Chen Jia Yin', 'Yi-Lin Liao', 'Bo-Han Li']"
NYU_Abu_Dhabi,https://old.igem.org/Team.cgi?team_id=3658,https://2020.igem.org/Team:NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics,Collegiate,under,Accepted,2020,Fungal Diagnostics,"NYUAD iGEM is developing a rapid, point-of-care, field fungal diagnostic device. Since the mid-1900s, a flesh-eating fungal disease, chytridiomycosis, has been condemning more amphibian species to extinction than any other pathogen ever recorded wiping out over 90 species and causing declines in at least 500. Similar fungal diseases have also been affecting other animals such as bats, disrupting their hibernation and leaving millions dead in their paths. Usage of diagnostics for managing spread has been limited due to the testing methods being latent, expensive, and non-portable. Following a rigorous approach at research and design, the first stage of the project involves prototyping DNA extraction methods such as bead beating and lysis buffers, reaction mediums such as microfluidics and paper-based biosensors, amplification methods such as RPA CRISPR-Cas12a and reporting mechanisms such as fluorescence and LFA, in addition to a database and API that can integrate with any existing surveillance system. ","['Yong-Ak Song', 'Andras Gyorgy', 'Alan Healy', 'Ibrahim Chehade', '', 'Roba Olana', 'Yujeong Oh', 'Prajjwal Bhattarai', 'Mariam ElSahhar', 'Yaman Garg', 'Adrian Joshua Villanueva', 'Sakura Grant', 'Abhay Menon', 'Zerina Rahic', 'Michelle Hughes', 'Marko Šušić', 'Ayesha Sameer', 'Mikaela Andrea Paredes', 'Steffanie Dias', 'Maya Fayed', 'Safal Shrestha', 'Zurab Jashi']"
OhioState,https://old.igem.org/Team.cgi?team_id=3412,https://2020.igem.org/Team:OhioState,North America,United States,Foundational Advance,Collegiate,under,Accepted,2020,Biocontainment Reimagined,"The field of synthetic biology has one major barrier to being accepted by the broader public: safety. While we may know that the organisms we use are harmless, most people don’t have the background knowledge needed to come to the same conclusion. We believe that the best way to raise safety and confidence in synthetic biology products is by adding genetic biocontainment systems, which are genes and genome edits that give us control over the life of our microbes. These systems range from small genetic circuits of promoters and toxins to complete genomic rewrites, and we’ve compiled all of them into a simple, flexible database. To accompany this, we’ve developed predictive models and educational media, all with the express purpose of making biocontainment easier to implement and making synthetic biology safer for public use. ","['Brian Ahmer', 'Anice Sabag-Daigle', 'Andrew Schwieters', 'Erin Connors', 'Jacob Smith', 'Ankit Annapareddy', 'Elizabeth Chung', 'Lindsey Shimoda', 'Anna Bete', 'Peter Burback', 'Satvik Kethireddy', 'Megan Rinehart', 'Nathan Meyer', 'Allison Howell']"
OSA,https://old.igem.org/Team.cgi?team_id=3696,https://2020.igem.org/Team:OSA,Asia,China,High School,High School,hs,Accepted,2020,metZyme: A DNAzyme-based Heavy Metal Ion Detection Kit,"High-density metals like lead and mercury, also known as heavy metals, have severely harmed the environment and our bodies. Every year heavy metal exposure results in millions of disabilities worldwide. Surprisedly, previous detecting methods for this urgent issue either require bulky instruments or professional technicians. Thus, it is imminent for us to devise a cheap, portable, accessible, accurate detection kit. We use DNAzyme, which can cleave ssDNA when combined with Zn2+, Mn2+, Pb2+. Cu2+. To maximize outputs, four amplification systems (HTDC, Toehold Switch, TO-DNA, and CRISPR-Cas12a) are also used. While we test these theories in lab, our human practice team interviews experts and discovers such a kit is not only needed for water detection but also for soil, which becomes the new focus of our project. We have achieved fluorescence and lateral flow detection of heavy metal ions which contribute to alleviating this severe environmental issue worldwide. ","['Shiyuan Li', 'Jiaheng Li', '', 'Xijia Yang', 'Yuanhong Pan', 'Anqi Hu', 'Heyi Yang', 'Chaohan Ji', 'zihan wo', 'Yuntao Lu', 'Zhiyuan Ding', 'Minyi Meng', 'Shihan Sun', 'Mengle Zhang', 'Hui Huang', 'Delin Liu', 'KE XU ', 'Xinyu Wang', 'Xinyue YU']"
OUC-China,https://old.igem.org/Team.cgi?team_id=3328,https://2020.igem.org/Team:OUC-China,Asia,China,Information Processing,Collegiate,under,Accepted,2020,Logitch: Logic Gates and RNA Switch,"  In the future, more work must be done by computer, such as detecting virus and monitoring health in vivo. Such a function can only be achieved by biological computer working in wet environment, which plays an important role that traditional computer cannot replace. Since the basic function unit of electronic computer is implemented through logic gates, we incorporated a series of logic gates which were built by toehold and 3WJ repressor, and supplemented current lack of types with our own design. We also built more complex multi-input logic gates using basic logic gates. In order to show the wide application prospect of these logic gates, we used them in the construction of adder and subtractor, as well as virus detection. Biocomputer may have various possibilities in the next few years, and we hope our project can have some impact on its development. ","['Chenguang Liu', 'Xiaolong Wang', 'Liu Guanglei', '', 'Chaoxin Chen', 'Qi Wu', 'Yue Niu', 'Feiwen Wei ', 'Qingying Ke', 'Ting Wang', 'Yifan Zhang', 'Mingyu Yang', 'Zhiyu Lv', 'Peng Deng', 'Zeqi Xu', 'xiaoqi Ye', 'Haofeng Chen']"
Paris_Bettencourt,https://old.igem.org/Team.cgi?team_id=3579,https://2020.igem.org/Team:Paris_Bettencourt,Europe,France,Foundational Advance,Collegiate,over,Accepted,2020,SynDerma : a foundational advance toward synthetic dermatology,"In SynDerma we envisioned therapeutics being administered by engineered microbes integrated into the skin microbiome. First, to understand the perturbaility of the skin microbiome by individual habits such as hygiene, social interaction and exercise, which are all affected by this current unprecedented context of COVID-19 pandemia, we developed a community science project called Quaranskin. In Quaranskin we developed an at-home sampling kit, protocol and survey, where participants swabbed four body sites for metagenomic analysis. We correlated the diversity and composition of these collected microbiome data to behaviours noted in the surveys to uncover any trends. In parallel, we chose the skin commensal microbe Staphylococcus epidermidis to be a chassis for our future vision of microbial therapeutics enabled by synthetic biology. In projects EpiFlex, EpiGlow, and EpiGrow, we built a MoClo kit, expressed fluorescent proteins as a proof of concept, and optimised growth conditions, respectively.  ","['Ariel Lindner', 'Edwin Wintermute', '', '', 'Chetan Kumar Velumurugan', 'Valerie March', 'Amandine Maire', 'Nikola Zarevski', 'Xavier Olessa-Daragon', 'Nicolas Levrier', 'ANU SUSAN KURIAN', 'Subham Choudhury', 'Radoslaw Kamil Ejsmont', 'Darshak Bhatt', 'Alexis Casas']"
Patras,https://old.igem.org/Team.cgi?team_id=3464,https://2020.igem.org/Team:Patras,Europe,Greece,Diagnostics,Collegiate,over,Accepted,2020,Hippocrates: Genomic Analysis & Artificial Intelligence at your heart's disposal,"According to the World Health Organization, cardiovascular diseases are one of the main causes of death worldwide due to the blood’s high LDL cholesterol level. Statins are the drug category that is administered to regulate the levels of LDL cholesterol. However, 1/3 of patients do not respond effectively, resulting in several side effects. There are human genes that regulate a particular drug’s metabolism. Depending on individuals’ genetic profiles, the required therapeutic drug-dose can be accurately determined by available but optional tests. The SLCO1B1 gene is involved in the uptake of statins by liver cells. So, we present an innovative, time-saving, and portable genotyping method based on BentoLab (iGEM UCL 2013) for detecting genome polymorphism related to statins’ metabolism, combined with Artificial Intelligence, to make a fast and accurate analysis of results to facilitate those who perform the test.  ","['George P. Patrinos', 'Kostopoulos Vassilis', 'STAVROULA SIAMOGLOU', 'Georgios Varitis ', 'IOANNIS DARAMOUSKAS', 'Charalampos Papakonstantinou', 'Georgios Psarias', 'Maria Kousteliou', 'Dimitrios Spanos', 'Anna Tsironi', 'Vasiliki Katsarou', 'Anastasia Karatza', 'Evanthia Iliopoulou', 'Athina Tsikrika', 'KONSTANTINOS KALAFATIS', 'IOANNIS LIOPETAS', 'MARIANTHI PAPATHANASIOU', 'George Andronikidis']"
Peking,https://old.igem.org/Team.cgi?team_id=3645,https://2020.igem.org/Team:Peking,Asia,China,Open,Collegiate,under,Accepted,2020,Music Updating by Storage and Editing,"As a high-capacity, high-density storage medium, DNA has attracted the interest of many scientists.  Based on the function of DNA to store information, using gene editing methods to change the information stored in DNA has great operability.  In our project, music information is stored in plasmid DNA of E. coli with designed coding rules, and gene editing technology is used for artificial mutation. This is also brought out with in silico experiment. Through the scoring rules based on music theory and references, the mutated music information is screened, and music pieces with certain value are obtained, to achieve music evolution.  At the same time, we have also used similar principles and methods to store and evolve video information. Together, this is a biological process of artistic creation, we hope to give an example of bio-art creation and inspire more artists to create in this interesting way. ","['Qi Ouyang ', 'Long Qian', 'Ping Wei', '', 'Huang nan', 'Anqi Yu', 'Shangkun Wang', 'Meijie Pan', 'LONG ZHAO', 'Zhuoran Li', 'Cao Ze', 'Chen Xuelong', 'Yiliang Chen', 'Gao Kai', 'Ruoxuan Zhuang', 'Wu Yuxuan', 'Wang Letong', 'Songyuan Zhang']"
Pittsburgh,https://old.igem.org/Team.cgi?team_id=3666,https://2020.igem.org/Team:Pittsburgh,North America,United States,Foundational Advance,Collegiate,under,Accepted,2020,Bluetooth Bacteria,"Our ability to control the function of engineered microbes is limited within hard to reach places, such as deep within human tissue, the rhizosphere surrounding crops, or pipes in manufacturing facilities. The field of magnetogenetics has begun to consider how magnetic fields could affect biological molecules and cells. In our project, we aim to control the function of bacteria via the remote activation of an alternating magnetic field (AMF). E. coli will be engineered to respond to magnetic stimuli by attaching magnetic nanoparticles to the surface of the bacterial membrane in conjunction with cytoplasmic temperature-sensitive transcriptional repressors to regulate gene expression of the green fluorescent protein. Upon AMF stimulation, magnetic nanoparticles heat up and increase cytoplasmic temperature, thereby inducing a conformational change of the repressor dimers and allowing transcription of target genes. This technology critically couples alternating magnetic field stimulation with thermal sensitive parts to enable “wireless” control of bacteria.  ","['Seth Childers', 'Jason Shoemaker', 'Jason Lohmueller', 'Alexander Deiters', '', 'Victor So', 'Chenming Zheng', 'Sabrina Catalano', 'Lia Franco', 'Dara Czernikowski']"
PSGTECH_COIMBATORE,https://old.igem.org/Team.cgi?team_id=3642,https://2020.igem.org/Team:PSGTECH_COIMBATORE,Asia,India,Diagnostics(P),Collegiate,none,Withdrawn,2020,SPOTCON,-- No abstract provided yet -- ,"['JAYANTHI SOMAN', '', '', 'Harisharan Ramesh', 'Ilackkeya B.S.', 'Ayshwariya Balasubramanian']"
